"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENSEMBL"	"SYMBOL"	"GENENAME"
"chr1"	210653777	210654135	359	"*"	"MACS2_peak_1110"	16	"."	3.30316	4.87505	1.6335	"Intron (uc009xcx.3/55733, intron 11 of 11)"	1	210439583	210676296	236714	1	"55733"	"uc001hia.4"	214194	"ENSG00000054392"	"HHAT"	"hedgehog acyltransferase"
"chr1"	213983972	213984476	505	"*"	"MACS2_peak_1118"	11	"."	2.89138	3.91162	1.10104	"Promoter (<=1kb)"	1	213983181	213997225	14045	1	"5629"	"uc057pjo.1"	791	"ENSG00000117707"	"PROX1"	"prospero homeobox 1"
"chr1"	214188109	214189030	922	"*"	"MACS2_peak_1119"	20	"."	3.93668	5.51803	2.03485	"Distal Intergenic"	1	214281102	214337131	56030	1	"56950"	"uc057pjv.1"	-92072	"ENSG00000143499"	"SMYD2"	"SET and MYND domain containing 2"
"chr1"	217138563	217138886	324	"*"	"MACS2_peak_1122"	14	"."	3.05182	4.56494	1.43197	"Promoter (<=1kb)"	1	216503251	217137755	634505	2	"2104"	"uc001hld.2"	-808	"ENSG00000196482"	"ESRRG"	"estrogen related receptor gamma"
"chr1"	218163248	218164116	869	"*"	"MACS2_peak_1124"	30	"."	4.49124	6.80904	3.0482	"Distal Intergenic"	1	218043505	218059140	15636	1	"101929631"	"uc057ply.1"	119743	"ENSG00000232100"	"LINC01653"	"long intergenic non-protein coding RNA 1653"
"chr1"	218165898	218166435	538	"*"	"MACS2_peak_1125"	23	"."	4.03319	5.8663	2.33352	"Distal Intergenic"	1	218285287	218337983	52697	1	"51018"	"uc001hlj.3"	-118852	"ENSG00000067533"	"RRP15"	"ribosomal RNA processing 15 homolog"
"chr1"	219322021	219324376	2356	"*"	"MACS2_peak_1129"	16	"."	3.71535	4.9753	1.64377	"Distal Intergenic"	1	219210342	219211827	1486	1	"127018"	"uc057pms.1"	111679	"ENSG00000143353"	"LYPLAL1"	"lysophospholipase like 1"
"chr1"	219326949	219327292	344	"*"	"MACS2_peak_1130"	11	"."	3.02587	3.83453	1.10155	"Distal Intergenic"	1	219210342	219211827	1486	1	"127018"	"uc057pms.1"	116607	"ENSG00000143353"	"LYPLAL1"	"lysophospholipase like 1"
"chr1"	219331254	219332347	1094	"*"	"MACS2_peak_1131"	20	"."	3.98325	5.56995	2.04399	"Distal Intergenic"	1	219210342	219211827	1486	1	"127018"	"uc057pms.1"	120912	"ENSG00000143353"	"LYPLAL1"	"lysophospholipase like 1"
"chr1"	220889956	220891841	1886	"*"	"MACS2_peak_1135"	15	"."	3.40076	4.65863	1.53498	"Distal Intergenic"	1	220881069	220884493	3425	1	"3142"	"uc057pou.1"	8887	"ENSG00000136630"	"HLX"	"H2.0 like homeobox"
"chr1"	224617971	224618361	391	"*"	"MACS2_peak_1146"	11	"."	3.02552	4.08819	1.1309	"Promoter (1-2kb)"	1	224616293	224740549	124257	1	"149111"	"uc001hos.2"	1678	"ENSG00000143786"	"CNIH3"	"cornichon family AMPA receptor auxiliary protein 3"
"chr1"	228464940	228465855	916	"*"	"MACS2_peak_1150"	19	"."	3.58921	5.3194	1.97104	"Promoter (2-3kb)"	1	228462074	228462152	79	1	"100616308"	"uc021pkh.1"	2866	"ENSG00000266174"	"MIR4666A"	"microRNA 4666a"
"chr1"	231046776	231047652	877	"*"	"MACS2_peak_1164"	40	"."	4.78775	7.71426	4.00373	"Distal Intergenic"	1	231018958	231040246	21289	2	"375061"	"uc001hui.3"	-6530	"ENSG00000182118"	"FAM89A"	"family with sequence similarity 89 member A"
"chr1"	236713576	236715041	1466	"*"	"MACS2_peak_1175"	130	"."	8.3582	17.63202	13.04453	"Intron (uc001hyg.4/88, intron 1 of 22)"	1	236737019	236742921	5903	1	"88"	"uc057qqi.1"	-21978	"ENSG00000077522"	"ACTN2"	"actinin alpha 2"
"chr1"	237043552	237044393	842	"*"	"MACS2_peak_1176"	16	"."	3.70508	4.96363	1.65651	"Promoter (1-2kb)"	1	237042205	237833988	791784	1	"6262"	"uc001hyl.2"	1347	"ENSG00000198626"	"RYR2"	"ryanodine receptor 2"
"chr1"	240184958	240185263	306	"*"	"MACS2_peak_1181"	37	"."	4.81972	7.61858	3.74859	"Intron (uc057qro.1/56776, intron 5 of 6)"	1	240235771	240330676	94906	1	"56776"	"uc057qrs.1"	-50508	"ENSG00000155816"	"FMN2"	"formin 2"
"chr10"	7665707	7666155	449	"*"	"MACS2_peak_1209"	12	"."	3.44169	4.37892	1.2629	"Promoter (<=1kb)"	10	7559270	7666971	107702	2	"80760"	"uc031vwl.2"	816	"ENSG00000123243"	"ITIH5"	"inter-alpha-trypsin inhibitor heavy chain family member 5"
"chr10"	8042879	8043366	488	"*"	"MACS2_peak_1210"	19	"."	3.40217	5.29769	1.92996	"Distal Intergenic"	10	8050476	8052495	2020	2	"399717"	"uc010qbf.3"	9129	"ENSG00000197308"	"GATA3-AS1"	"GATA3 antisense RNA 1"
"chr10"	22344142	22346016	1875	"*"	"MACS2_peak_1230"	25	"."	3.87092	6.09991	2.55929	"Promoter (<=1kb)"	10	22345445	22417596	72152	1	"9576"	"uc009xkh.4"	0	"ENSG00000077327"	"SPAG6"	"sperm associated antigen 6"
"chr10"	23193751	23194648	898	"*"	"MACS2_peak_1232"	16	"."	3.42321	4.79696	1.64447	"Promoter (1-2kb)"	10	23192327	23194252	1926	1	"256297"	"uc001irp.4"	1424	"ENSG00000168267"	"PTF1A"	"pancreas specific transcription factor, 1a"
"chr10"	23197261	23198492	1232	"*"	"MACS2_peak_1233"	13	"."	3.36638	4.33407	1.33498	"Promoter (4-5kb)"	10	23192327	23194252	1926	1	"256297"	"uc001irp.4"	4934	"ENSG00000168267"	"PTF1A"	"pancreas specific transcription factor, 1a"
"chr10"	28853303	28853744	442	"*"	"MACS2_peak_1244"	11	"."	3.32253	4.12788	1.11643	"Intron (uc031wat.2/283080, intron 3 of 4)"	10	28847241	28881895	34655	1	"283080"	"uc057smh.2"	6062	"ENSG00000204365"	"C10orf126"	"chromosome 10 open reading frame 126"
"chr10"	38573326	38573674	349	"*"	"MACS2_peak_1269"	76	"."	3.20237	11.71442	7.62112	"Distal Intergenic"	10	38175668	38212357	36690	1	"100129055"	"uc001izn.4"	397658	NA	"LOC100129055"	"cyclin Y like 1 pseudogene"
"chr10"	39965043	39966410	1368	"*"	"MACS2_peak_1274"	21	"."	2.53876	5.50848	2.12789	"Distal Intergenic"	10	38175668	38212357	36690	1	"100129055"	"uc001izn.4"	1789375	NA	"LOC100129055"	"cyclin Y like 1 pseudogene"
"chr10"	40467520	40467827	308	"*"	"MACS2_peak_1309"	11	"."	2.2867	4.09337	1.19083	"Distal Intergenic"	10	42475543	42495336	19794	1	"84856"	"uc001izy.4"	-2007716	"ENSG00000185904"	"LINC00839"	"long intergenic non-protein coding RNA 839"
"chr10"	43302997	43304276	1280	"*"	"MACS2_peak_1400"	15	"."	3.61803	4.76649	1.51624	"Distal Intergenic"	10	43194536	43266919	72384	2	"221002"	"uc001jap.3"	-36078	"ENSG00000198915"	"RASGEF1A"	"RasGEF domain family member 1A"
"chr10"	66926407	66926606	200	"*"	"MACS2_peak_1459"	23	"."	4.0723	5.93321	2.33677	"Promoter (<=1kb)"	10	66926006	67099830	173825	1	"347731"	"uc001jmz.2"	401	"ENSG00000198739"	"LRRTM3"	"leucine rich repeat transmembrane neuronal 3"
"chr10"	66927464	66927720	257	"*"	"MACS2_peak_1460"	15	"."	3.66363	4.87035	1.58901	"Promoter (1-2kb)"	10	66926006	67099830	173825	1	"347731"	"uc001jmz.2"	1458	"ENSG00000198739"	"LRRTM3"	"leucine rich repeat transmembrane neuronal 3"
"chr10"	69570235	69570692	458	"*"	"MACS2_peak_1462"	13	"."	3.03192	4.31907	1.34003	"Promoter (2-3kb)"	10	69571698	69573238	1541	2	"50674"	"uc001jpp.4"	2546	"ENSG00000122859"	"NEUROG3"	"neurogenin 3"
"chr10"	69579074	69579583	510	"*"	"MACS2_peak_1463"	12	"."	3.14018	4.30882	1.29597	"Distal Intergenic"	10	69571698	69573238	1541	2	"50674"	"uc001jpp.4"	-5836	"ENSG00000122859"	"NEUROG3"	"neurogenin 3"
"chr10"	70282239	70283323	1085	"*"	"MACS2_peak_1466"	21	"."	3.74707	5.50692	2.12297	"Promoter (<=1kb)"	10	70247329	70283676	36348	2	"64106"	"uc021psj.2"	353	"ENSG00000148734"	"NPFFR1"	"neuropeptide FF receptor 1"
"chr10"	70284573	70285407	835	"*"	"MACS2_peak_1467"	13	"."	3.34057	4.41091	1.33541	"Promoter (<=1kb)"	10	70247329	70283676	36348	2	"64106"	"uc021psj.2"	-897	"ENSG00000148734"	"NPFFR1"	"neuropeptide FF receptor 1"
"chr10"	75646152	75646842	691	"*"	"MACS2_peak_1470"	12	"."	3.44411	4.38374	1.2653	"Promoter (<=1kb)"	10	75647509	76557377	909869	1	"83938"	"uc057uhe.1"	-667	"ENSG00000148655"	"LRMDA"	"leucine rich melanocyte differentiation associated"
"chr10"	91023029	91023509	481	"*"	"MACS2_peak_1516"	11	"."	3.32253	4.12788	1.11643	"Distal Intergenic"	10	91047166	91062159	14994	1	"100874184"	"uc057uvm.1"	-23657	NA	"LINC00502"	"long intergenic non-protein coding RNA 502"
"chr10"	91076438	91077259	822	"*"	"MACS2_peak_1517"	13	"."	3.48014	4.45966	1.30962	"Distal Intergenic"	10	91047166	91062159	14994	1	"100874184"	"uc057uvm.1"	29272	NA	"LINC00502"	"long intergenic non-protein coding RNA 502"
"chr10"	92691915	92692168	254	"*"	"MACS2_peak_1521"	14	"."	2.63629	4.52349	1.45472	"Promoter (<=1kb)"	10	92692032	92694788	2757	1	"3087"	"uc057uwk.1"	0	"ENSG00000152804"	"HHEX"	"hematopoietically expressed homeobox"
"chr10"	93602051	93602427	377	"*"	"MACS2_peak_1526"	20	"."	3.79912	5.31414	2.00065	"Promoter (<=1kb)"	10	93591889	93601744	9856	2	"5950"	"uc057uxi.1"	-307	"ENSG00000138207"	"RBP4"	"retinol binding protein 4"
"chr10"	93757198	93758287	1090	"*"	"MACS2_peak_1528"	18	"."	3.86584	5.3334	1.88453	"Promoter (<=1kb)"	10	93757809	93798174	40366	1	"9211"	"uc001kjc.5"	0	"ENSG00000108231"	"LGI1"	"leucine rich glioma inactivated 1"
"chr10"	98028602	98029275	674	"*"	"MACS2_peak_1539"	11	"."	3.2388	4.2058	1.17925	"Promoter (1-2kb)"	10	97865000	98030828	165829	2	"55118"	"uc001kou.2"	1553	"ENSG00000095713"	"CRTAC1"	"cartilage acidic protein 1"
"chr10"	99233336	99233712	377	"*"	"MACS2_peak_1547"	12	"."	3.15521	4.24337	1.27837	"Promoter (2-3kb)"	10	98459574	99235802	776229	2	"60495"	"uc009xwc.3"	2090	"ENSG00000172987"	"HPSE2"	"heparanase 2 (inactive)"
"chr10"	99234663	99235137	475	"*"	"MACS2_peak_1548"	18	"."	3.45947	5.14623	1.87039	"Promoter (<=1kb)"	10	98459574	99235802	776229	2	"60495"	"uc009xwc.3"	665	"ENSG00000172987"	"HPSE2"	"heparanase 2 (inactive)"
"chr10"	99236173	99236939	767	"*"	"MACS2_peak_1549"	18	"."	3.26364	5.26054	1.89445	"Promoter (<=1kb)"	10	98459317	99235862	776546	2	"60495"	"uc009xwd.3"	-311	"ENSG00000172987"	"HPSE2"	"heparanase 2 (inactive)"
"chr10"	99518393	99520200	1808	"*"	"MACS2_peak_1551"	19	"."	3.51385	5.31874	1.99571	"Distal Intergenic"	10	99526350	99527443	1094	2	"101927324"	"uc057vhw.1"	7243	"ENSG00000257582"	"LINC01475"	"long intergenic non-protein coding RNA 1475"
"chr10"	99527730	99528268	539	"*"	"MACS2_peak_1552"	12	"."	2.3823	4.14951	1.21904	"Promoter (<=1kb)"	10	99526350	99527443	1094	2	"101927324"	"uc057vhw.1"	-287	"ENSG00000257582"	"LINC01475"	"long intergenic non-protein coding RNA 1475"
"chr10"	99541072	99541685	614	"*"	"MACS2_peak_1554"	17	"."	3.45323	5.00728	1.7159	"Distal Intergenic"	10	99532953	99536521	3569	1	"159296"	"uc057vhx.1"	8119	"ENSG00000119919"	"NKX2-3"	"NK2 homeobox 3"
"chr10"	99542642	99544530	1889	"*"	"MACS2_peak_1555"	12	"."	3.30646	4.24625	1.22319	"Distal Intergenic"	10	99532953	99536521	3569	1	"159296"	"uc057vhx.1"	9689	"ENSG00000119919"	"NKX2-3"	"NK2 homeobox 3"
"chr10"	100655877	100656193	317	"*"	"MACS2_peak_1561"	12	"."	2.40262	4.26365	1.28113	"Distal Intergenic"	10	100735603	100806599	70997	1	"5076"	"uc057vko.1"	-79410	"ENSG00000075891"	"PAX2"	"paired box 2"
"chr10"	100670674	100670873	200	"*"	"MACS2_peak_1563"	14	"."	2.99704	4.46893	1.40143	"Distal Intergenic"	10	100735603	100806599	70997	1	"5076"	"uc057vko.1"	-64730	"ENSG00000075891"	"PAX2"	"paired box 2"
"chr10"	100713278	100715590	2313	"*"	"MACS2_peak_1566"	17	"."	3.56573	5.00377	1.76354	"Distal Intergenic"	10	100735603	100806599	70997	1	"5076"	"uc057vko.1"	-20013	"ENSG00000075891"	"PAX2"	"paired box 2"
"chr10"	100725258	100725722	465	"*"	"MACS2_peak_1568"	13	"."	3.14532	4.35575	1.30804	"Distal Intergenic"	10	100735603	100806599	70997	1	"5076"	"uc057vko.1"	-9881	"ENSG00000075891"	"PAX2"	"paired box 2"
"chr10"	101127315	101127644	330	"*"	"MACS2_peak_1571"	12	"."	3.04547	4.30536	1.28511	"Promoter (2-3kb)"	10	101130505	101137789	7285	1	"3195"	"uc001ksw.4"	-2861	"ENSG00000107807"	"TLX1"	"T-cell leukemia homeobox 1"
"chr10"	101130790	101131151	362	"*"	"MACS2_peak_1572"	16	"."	3.013	4.88804	1.69495	"Promoter (<=1kb)"	10	101089321	101131126	41806	2	"100038246"	"uc001ksv.5"	0	"ENSG00000236311"	"TLX1NB"	"TLX1 neighbor"
"chr10"	101147407	101147733	327	"*"	"MACS2_peak_1573"	10	"."	2.8409	3.85834	1.06836	"Distal Intergenic"	10	101134314	101135516	1203	1	"3195"	"uc057vmo.1"	13093	"ENSG00000107807"	"TLX1"	"T-cell leukemia homeobox 1"
"chr10"	101162119	101163357	1239	"*"	"MACS2_peak_1574"	13	"."	3.52721	4.56395	1.37854	"Distal Intergenic"	10	101176323	101194147	17825	1	"101927396"	"uc031wrn.1"	-12966	"ENSG00000237579"	"LINC01514"	"long intergenic non-protein coding RNA 1514"
"chr10"	110642139	110643186	1048	"*"	"MACS2_peak_1585"	21	"."	3.85587	5.54895	2.16443	"Promoter (1-2kb)"	10	110644397	110839469	195073	1	"282996"	"uc001kzf.2"	-1211	"ENSG00000203867"	"RBM20"	"RNA binding motif protein 20"
"chr10"	110645211	110645566	356	"*"	"MACS2_peak_1586"	13	"."	3.49215	4.48828	1.33154	"Promoter (<=1kb)"	10	110644397	110839469	195073	1	"282996"	"uc001kzf.2"	814	"ENSG00000203867"	"RBM20"	"RNA binding motif protein 20"
"chr10"	115094584	115095086	503	"*"	"MACS2_peak_1595"	25	"."	4.20503	6.11412	2.50268	"Promoter (<=1kb)"	10	115093625	115948992	855368	1	"26033"	"uc001lcg.4"	959	"ENSG00000107518"	"ATRNL1"	"attractin like 1"
"chr10"	117132950	117133663	714	"*"	"MACS2_peak_1602"	12	"."	2.70505	4.25054	1.27745	"Promoter (4-5kb)"	10	117133290	117138056	4767	2	"11023"	"uc009xyx.4"	4393	"ENSG00000148704"	"VAX1"	"ventral anterior homeobox 1"
"chr10"	117158147	117158496	350	"*"	"MACS2_peak_1603"	13	"."	3.49481	4.49532	1.33791	"Downstream (<1kb)"	10	117167678	117167774	97	2	"100500893"	"uc021pzl.1"	9278	"ENSG00000266782"	"MIR3663"	"microRNA 3663"
"chr10"	117159597	117160411	815	"*"	"MACS2_peak_1604"	13	"."	3.40391	4.4901	1.3965	"Exon (uc031pxi.2/101927704, exon 2 of 2)"	10	117167678	117167774	97	2	"100500893"	"uc021pzl.1"	7363	"ENSG00000266782"	"MIR3663"	"microRNA 3663"
"chr10"	117161561	117162679	1119	"*"	"MACS2_peak_1605"	11	"."	2.84485	4.0928	1.18707	"Intron (uc031pxi.2/101927704, intron 1 of 1)"	10	117167678	117167774	97	2	"100500893"	"uc021pzl.1"	5095	"ENSG00000266782"	"MIR3663"	"microRNA 3663"
"chr10"	123144693	123144982	290	"*"	"MACS2_peak_1622"	20	"."	3.13545	5.40032	2.02174	"Promoter (3-4kb)"	10	123148122	123150672	2551	1	"3167"	"uc001lhc.1"	-3140	"ENSG00000188816"	"HMX2"	"H6 family homeobox 2"
"chr10"	123429981	123430606	626	"*"	"MACS2_peak_1624"	19	"."	3.87629	5.36478	1.96376	"Intron (uc057wov.1/uc057wov.1, intron 3 of 4)"	10	123666355	123694607	28253	1	"2849"	"uc001lhh.4"	-235749	"ENSG00000154478"	"GPR26"	"G protein-coupled receptor 26"
"chr10"	123513066	123514371	1306	"*"	"MACS2_peak_1625"	15	"."	3.65229	4.86187	1.59303	"Intron (uc057wov.1/uc057wov.1, intron 4 of 4)"	10	123666355	123694607	28253	1	"2849"	"uc001lhh.4"	-151984	"ENSG00000154478"	"GPR26"	"G protein-coupled receptor 26"
"chr10"	128464245	128464750	506	"*"	"MACS2_peak_1638"	186	"."	5.76132	23.27089	18.63223	"Distal Intergenic"	10	128181136	128317726	136591	1	"101927381"	"uc001lkg.1"	283109	"ENSG00000280953"	"LINC01163"	"long intergenic non-protein coding RNA 1163"
"chr10"	129956490	129958458	1969	"*"	"MACS2_peak_1639"	20	"."	3.96913	5.57137	2.08075	"Exon (uc001lki.3/253738, exon 6 of 16)"	10	129835283	129963841	128559	2	"253738"	"uc001lki.3"	5383	"ENSG00000108001"	"EBF3"	"early B-cell factor 3"
"chr10"	129960801	129962537	1737	"*"	"MACS2_peak_1640"	17	"."	3.42863	5.02337	1.73966	"Promoter (1-2kb)"	10	129835283	129963841	128559	2	"253738"	"uc001lki.3"	1304	"ENSG00000108001"	"EBF3"	"early B-cell factor 3"
"chr10"	131310467	131310672	206	"*"	"MACS2_peak_1641"	15	"."	3.66792	4.86478	1.56105	"Promoter (1-2kb)"	10	131092391	131311721	219331	2	"256536"	"uc001lkp.4"	1049	"ENSG00000176769"	"TCERG1L"	"transcription elongation regulator 1 like"
"chr10"	133686632	133690487	3856	"*"	"MACS2_peak_1647"	88	"."	3.01519	13.10907	8.8804	"Distal Intergenic"	10	133625099	133626795	1697	2	"441581"	"uc010qvg.2"	-59837	"ENSG00000225899"	"FRG2B"	"FSHD region gene 2 family member B"
"chr10"	133762788	133764173	1386	"*"	"MACS2_peak_1648"	48	"."	3.10563	8.85078	4.85575	"Distal Intergenic"	10	133625099	133626795	1697	2	"441581"	"uc010qvg.2"	-135993	"ENSG00000225899"	"FRG2B"	"FSHD region gene 2 family member B"
"chr11"	3653624	3654956	1333	"*"	"MACS2_peak_1663"	1102	"."	16.69773	116.7903	110.28935	"Intron (uc057ycj.1/417, intron 1 of 3)"	11	3645131	3664416	19286	1	"417"	"uc001lye.1"	8493	"ENSG00000129744"	"ART1"	"ADP-ribosyltransferase 1"
"chr11"	4497467	4498040	574	"*"	"MACS2_peak_1665"	15	"."	3.66398	4.86222	1.56937	"Distal Intergenic"	11	4488879	4489908	1030	1	"390036"	"uc001lza.2"	8588	"ENSG00000196778"	"OR52K1"	"olfactory receptor family 52 subfamily K member 1"
"chr11"	6257766	6258631	866	"*"	"MACS2_peak_1670"	22	"."	3.88643	5.74187	2.22479	"Promoter (1-2kb)"	11	6259736	6272127	12392	1	"887"	"uc001mcp.4"	-1105	"ENSG00000110148"	"CCKBR"	"cholecystokinin B receptor"
"chr11"	6260334	6261667	1334	"*"	"MACS2_peak_1671"	13	"."	3.47478	4.51436	1.34655	"Promoter (<=1kb)"	11	6259926	6272127	12202	1	"887"	"uc001mcs.4"	408	"ENSG00000110148"	"CCKBR"	"cholecystokinin B receptor"
"chr11"	6656216	6656588	373	"*"	"MACS2_peak_1672"	14	"."	3.59333	4.71334	1.48327	"Promoter (<=1kb)"	11	6621323	6655854	34532	2	"8642"	"uc001mem.3"	-362	"ENSG00000166341"	"DCHS1"	"dachsous cadherin-related 1"
"chr11"	8020418	8021186	769	"*"	"MACS2_peak_1675"	13	"."	3.27594	4.37654	1.38316	"Promoter (1-2kb)"	11	8019244	8101780	82537	1	"7275"	"uc010rbk.3"	1174	"ENSG00000166402"	"TUB"	"tubby bipartite transcription factor"
"chr11"	13825370	13826790	1421	"*"	"MACS2_peak_1700"	19	"."	3.88458	5.38053	1.9693	"Intron (uc057zhi.1/uc057zhi.1, intron 2 of 2)"	11	13921450	13924863	3414	2	"101928132"	"uc057zhm.1"	98073	"ENSG00000254438"	"LOC101928132"	"uncharacterized LOC101928132"
"chr11"	13831795	13832884	1090	"*"	"MACS2_peak_1701"	13	"."	3.54266	4.59184	1.38749	"Intron (uc057zhi.1/uc057zhi.1, intron 2 of 2)"	11	13921450	13924863	3414	2	"101928132"	"uc057zhm.1"	91979	"ENSG00000254438"	"LOC101928132"	"uncharacterized LOC101928132"
"chr11"	13833892	13834939	1048	"*"	"MACS2_peak_1702"	12	"."	3.4294	4.3545	1.251	"Intron (uc057zhi.1/uc057zhi.1, intron 2 of 2)"	11	13921450	13924863	3414	2	"101928132"	"uc057zhm.1"	89924	"ENSG00000254438"	"LOC101928132"	"uncharacterized LOC101928132"
"chr11"	13838768	13840118	1351	"*"	"MACS2_peak_1703"	21	"."	4.00561	5.63612	2.11082	"Intron (uc057zhi.1/uc057zhi.1, intron 2 of 2)"	11	13921450	13924863	3414	2	"101928132"	"uc057zhm.1"	84745	"ENSG00000254438"	"LOC101928132"	"uncharacterized LOC101928132"
"chr11"	13841225	13842517	1293	"*"	"MACS2_peak_1704"	15	"."	3.65814	4.85168	1.56704	"Intron (uc057zhi.1/uc057zhi.1, intron 2 of 2)"	11	13921450	13924863	3414	2	"101928132"	"uc057zhm.1"	82346	"ENSG00000254438"	"LOC101928132"	"uncharacterized LOC101928132"
"chr11"	13847013	13847859	847	"*"	"MACS2_peak_1705"	17	"."	3.79122	5.14392	1.75454	"Exon (uc057zhi.1/uc057zhi.1, exon 3 of 3)"	11	13921450	13924863	3414	2	"101928132"	"uc057zhm.1"	77004	"ENSG00000254438"	"LOC101928132"	"uncharacterized LOC101928132"
"chr11"	13849234	13850862	1629	"*"	"MACS2_peak_1706"	15	"."	3.6631	4.86088	1.56976	"Intron (uc057zhj.1/uc057zhj.1, intron 1 of 1)"	11	13921450	13924863	3414	2	"101928132"	"uc057zhm.1"	74001	"ENSG00000254438"	"LOC101928132"	"uncharacterized LOC101928132"
"chr11"	13854469	13856354	1886	"*"	"MACS2_peak_1707"	15	"."	3.63386	4.79991	1.5357	"Intron (uc057zhj.1/uc057zhj.1, intron 1 of 1)"	11	13921450	13924863	3414	2	"101928132"	"uc057zhm.1"	68509	"ENSG00000254438"	"LOC101928132"	"uncharacterized LOC101928132"
"chr11"	13870879	13872481	1603	"*"	"MACS2_peak_1708"	24	"."	4.16018	6.00874	2.4231	"Intron (uc057zhj.1/uc057zhj.1, intron 1 of 1)"	11	13921450	13924863	3414	2	"101928132"	"uc057zhm.1"	52382	"ENSG00000254438"	"LOC101928132"	"uncharacterized LOC101928132"
"chr11"	13956783	13957313	531	"*"	"MACS2_peak_1710"	13	"."	3.52453	4.55586	1.36995	"Distal Intergenic"	11	13962689	14267884	305196	1	"10418"	"uc031xfv.2"	-5376	"ENSG00000262655"	"SPON1"	"spondin 1"
"chr11"	14645333	14646060	728	"*"	"MACS2_peak_1717"	16	"."	3.71508	4.97116	1.63541	"Promoter (1-2kb)"	11	14644260	14776663	132404	1	"5140"	"uc057ziu.1"	1073	"ENSG00000152270"	"PDE3B"	"phosphodiesterase 3B"
"chr11"	14975259	14976065	807	"*"	"MACS2_peak_1722"	34	"."	4.35238	7.2141	3.47716	"Promoter (2-3kb)"	11	14968501	14972354	3854	2	"796"	"uc001mlv.2"	-2905	"ENSG00000110680"	"CALCA"	"calcitonin related polypeptide alpha"
"chr11"	17717874	17718539	666	"*"	"MACS2_peak_1734"	11	"."	3.01244	4.04869	1.19998	"Promoter (1-2kb)"	11	17719568	17722131	2564	1	"4654"	"uc001mni.4"	-1029	"ENSG00000129152"	"MYOD1"	"myogenic differentiation 1"
"chr11"	19346793	19347291	499	"*"	"MACS2_peak_1741"	12	"."	3.17206	4.23901	1.29362	"Promoter (3-4kb)"	11	19350724	20121598	770875	1	"89797"	"uc001mpp.4"	-3433	"ENSG00000166833"	"NAV2"	"neuron navigator 2"
"chr11"	19478639	19478843	205	"*"	"MACS2_peak_1743"	29	"."	4.50208	6.77268	2.94567	"Intron (uc001mpp.4/89797, intron 1 of 37)"	11	19504891	19505900	1010	2	"100874012"	"uc057ztv.1"	27057	"ENSG00000255043"	"NAV2-AS5"	"NAV2 antisense RNA 5"
"chr11"	20154330	20154768	439	"*"	"MACS2_peak_1748"	14	"."	3.3308	4.58018	1.48244	"Downstream (1-2kb)"	11	20156155	20160613	4459	2	"120237"	"uc021qey.2"	5845	"ENSG00000109851"	"DBX1"	"developing brain homeobox 1"
"chr11"	20157332	20157983	652	"*"	"MACS2_peak_1749"	22	"."	3.8219	5.81705	2.27976	"Promoter (2-3kb)"	11	20156155	20160613	4459	2	"120237"	"uc021qey.2"	2630	"ENSG00000109851"	"DBX1"	"developing brain homeobox 1"
"chr11"	20160653	20162437	1785	"*"	"MACS2_peak_1750"	17	"."	3.44512	4.96769	1.72889	"Promoter (<=1kb)"	11	20156155	20160613	4459	2	"120237"	"uc021qey.2"	-40	"ENSG00000109851"	"DBX1"	"developing brain homeobox 1"
"chr11"	20164176	20164816	641	"*"	"MACS2_peak_1751"	14	"."	3.4761	4.54518	1.46181	"Promoter (3-4kb)"	11	20156155	20160613	4459	2	"120237"	"uc021qey.2"	-3563	"ENSG00000109851"	"DBX1"	"developing brain homeobox 1"
"chr11"	20206354	20207268	915	"*"	"MACS2_peak_1752"	12	"."	3.23855	4.16145	1.20918	"Distal Intergenic"	11	20156155	20160613	4459	2	"120237"	"uc021qey.2"	-45741	"ENSG00000109851"	"DBX1"	"developing brain homeobox 1"
"chr11"	20606475	20607534	1060	"*"	"MACS2_peak_1753"	18	"."	3.57667	5.17774	1.84871	"3' UTR"	11	20599594	20654890	55297	1	"9152"	"uc057zuy.1"	6881	"ENSG00000165970"	"SLC6A5"	"solute carrier family 6 member 5"
"chr11"	22337813	22338802	990	"*"	"MACS2_peak_1755"	26	"."	4.29717	6.30632	2.61089	"Promoter (<=1kb)"	11	22338097	22379503	41407	1	"57084"	"uc001mqk.4"	0	"ENSG00000091664"	"SLC17A6"	"solute carrier family 17 member 6"
"chr11"	22340004	22340853	850	"*"	"MACS2_peak_1756"	21	"."	3.58119	5.47275	2.11224	"Promoter (1-2kb)"	11	22338097	22379503	41407	1	"57084"	"uc001mqk.4"	1907	"ENSG00000091664"	"SLC17A6"	"solute carrier family 17 member 6"
"chr11"	22342082	22342930	849	"*"	"MACS2_peak_1757"	32	"."	4.345	6.9343	3.2403	"Promoter (<=1kb)"	11	22342977	22360965	17989	1	"57084"	"uc057zvr.1"	-47	"ENSG00000091664"	"SLC17A6"	"solute carrier family 17 member 6"
